销售日期,扫码销售时间,单品编码,销量(千克),销售单价(元/千克),销售类型,是否打折销售
2020-07-27,12:11:01.030,102900005116899,0.576,12.0,销售,否
2020-07-27,12:12:02.053,102900005116912,0.265,14.0,销售,否
2020-07-27,12:12:02.174,102900011009444,0.29,7.6,销售,否
2020-07-27,12:12:02.236,102900005116530,0.253,19.8,销售,否
2020-07-27,12:12:02.357,102900051000944,0.261,31.8,销售,否
2020-07-27,12:12:02.483,102900005116530,0.091,19.8,销售,否
2020-07-27,12:12:09.342,102900005116547,0.16,10.0,销售,否
2020-07-27,12:12:17.460,102900005115779,0.209,12.0,销售,否
2020-07-27,12:12:17.805,102900005119944,0.35,18.0,销售,否
2020-07-27,12:12:31.873,102900005115823,0.156,9.0,销售,否
2020-07-27,12:13:28.217,102900011008522,0.489,8.0,销售,否
2020-07-27,12:13:57.378,102900005116509,1.104,6.0,销售,否
2020-07-27,12:13:57.432,102900005119975,0.569,6.0,销售,否
2020-07-27,12:14:08.405,102900005118824,0.258,14.0,销售,否
2020-07-27,12:14:31.639,102900051004294,0.109,12.0,销售,否
2020-07-27,12:14:35.670,102900005116547,0.481,10.0,销售,否
2020-07-27,12:14:35.670,102900005125808,0.069,21.8,销售,否
2020-07-27,12:14:49.519,102900005116714,0.429,14.0,销售,否
2020-07-27,12:14:50.998,102900005116714,0.286,14.0,销售,否
2020-07-27,12:14:56.061,102900005116899,0.259,12.0,销售,否
2020-07-27,12:15:55.978,102900005115779,0.409,11.0,销售,是
2020-07-27,12:16:14.431,102900005116714,0.293,14.0,销售,否
2020-07-27,12:16:14.557,102900005115908,0.313,8.0,销售,否
2020-07-27,12:18:00.686,102900005116714,0.351,14.0,销售,否
2020-07-27,12:21:18.226,102900011000328,0.213,8.0,销售,否
2020-07-27,12:21:18.349,102900005125808,0.092,21.8,销售,否
2020-07-27,12:21:18.588,102900005115823,0.39,9.0,销售,否
2020-07-27,12:21:18.774,102900005115762,0.487,7.0,销售,否
2020-07-27,12:22:31.889,102900011008522,0.501,8.0,销售,否
2020-07-27,12:22:43.967,102900005116943,0.164,25.8,销售,否
2020-07-27,12:30:18.916,102900005117056,0.397,9.6,销售,否
2020-07-27,12:36:38.602,102900005115762,0.473,7.0,销售,否
2020-07-27,12:36:38.960,102900005116226,0.251,7.6,销售,否
2020-07-27,12:36:58.022,102900005115984,0.551,8.0,销售,否
2020-07-27,12:36:58.083,102900005125808,0.028,21.8,销售,否
2020-07-27,12:36:58.144,102900051004294,0.033,12.0,销售,否
2020-07-27,12:36:58.445,102900011009444,0.396,7.6,销售,否
2020-07-27,12:41:17.780,102900005117056,0.491,9.6,销售,否
2020-07-27,12:41:22.045,102900005116509,0.535,6.0,销售,否
2020-07-27,12:42:07.305,102900051004294,0.217,12.0,销售,否
2020-07-27,12:42:07.365,102900005117056,0.188,9.6,销售,否
2020-07-27,12:42:07.426,102900005116233,0.147,19.8,销售,否
2020-07-27,12:42:07.487,102900005125808,0.101,21.8,销售,否
2020-07-27,12:42:13.113,102900005118824,0.229,14.0,销售,否
2020-07-27,12:45:28.263,102900005117056,0.219,9.6,销售,否
2020-07-27,12:45:28.379,102900011008522,0.288,8.0,销售,否
2020-07-27,12:48:44.420,102900005117056,0.261,9.6,销售,否
2020-07-27,12:50:43.623,102900011009444,0.567,7.0,销售,是
2020-07-27,12:51:13.586,102900005117056,0.501,9.6,销售,否
2020-07-27,12:54:58.655,102900005125808,0.051,21.8,销售,否
2020-07-27,12:55:22.108,102900051010455,0.657,9.0,销售,否
2020-07-27,12:55:43.826,102900005117056,0.355,9.6,销售,否
2020-07-27,13:01:54.030,102900005118824,0.172,14.0,销售,否
2020-07-27,13:02:31.321,102900005125808,0.234,21.8,销售,否
2020-07-27,13:02:31.376,102900005116530,0.308,19.8,销售,否
2020-07-27,13:04:56.326,102900005116714,0.608,12.8,销售,是
2020-07-27,13:05:07.123,102900005125808,0.151,19.8,销售,是
2020-07-27,13:07:36.326,102900051000944,0.362,29.8,销售,是
2020-07-27,13:11:49.452,102900005116912,0.236,14.0,销售,否
2020-07-27,13:11:49.514,102900005117056,0.251,9.6,销售,否
2020-07-27,13:11:49.639,102900005116530,0.152,19.8,销售,否
2020-07-27,13:13:04.858,102900011009970,0.351,8.0,销售,否
2020-07-27,13:13:11.014,102900005117056,0.48,9.6,销售,否
2020-07-27,13:13:51.764,102900005119975,0.284,6.0,销售,否
2020-07-27,13:15:39.485,102900011009970,0.79,8.0,销售,否
2020-07-27,13:19:41.047,102900005117056,0.167,9.6,销售,否
2020-07-27,13:19:41.224,102900005116530,0.162,19.8,销售,否
2020-07-27,13:30:44.576,102900005125808,0.188,21.8,销售,否
2020-07-27,13:32:14.510,102900005116714,0.379,14.0,销售,否
2020-07-27,13:32:14.914,102900005125815,0.16,10.0,销售,否
2020-07-27,13:35:14.217,102900011008522,1.04,8.0,销售,否
2020-07-27,13:35:17.748,102900005125815,0.401,10.0,销售,否
2020-07-27,13:36:15.686,102900005115984,0.376,8.0,销售,否
2020-07-27,13:42:50.358,102900005115823,0.278,9.0,销售,否
2020-07-27,13:46:43.826,102900005123880,0.568,12.0,销售,否
2020-07-27,13:52:45.659,102900005116509,1.07,6.0,销售,否
2020-07-27,14:05:34.217,102900011011546,1.0,5.5,销售,是
2020-07-27,14:05:49.283,102900005119975,0.301,6.0,销售,否
2020-07-27,14:05:55.967,102900005115908,0.501,7.5,销售,是
2020-07-27,14:11:36.248,102900005116257,0.501,9.0,销售,否
2020-07-27,14:11:42.826,102900005125815,0.261,10.0,销售,否
2020-07-27,14:11:53.045,102900005117056,1.326,9.6,销售,否
2020-07-27,14:12:49.889,102900005119975,0.301,6.0,销售,否
2020-07-27,14:15:05.224,102900005115762,0.501,7.0,销售,否
2020-07-27,14:16:37.264,102900005115779,0.743,12.0,销售,否
2020-07-27,14:17:10.076,102900005116530,0.106,19.8,销售,否
2020-07-27,14:17:14.655,102900005119975,0.334,6.0,销售,否
2020-07-27,14:17:28.889,102900005118824,0.308,14.0,销售,否
2020-07-27,14:18:25.764,102900005116530,0.288,19.8,销售,否
2020-07-27,14:18:28.139,102900005115984,0.414,8.0,销售,否
2020-07-27,14:19:10.951,102900005115786,0.341,5.0,销售,否
2020-07-27,14:19:22.897,102900005116530,0.202,19.8,销售,否
2020-07-27,14:19:23.197,102900005115823,0.557,9.0,销售,否
2020-07-27,14:22:51.936,102900005116530,0.152,12.0,销售,是
2020-07-27,14:29:20.441,102900011008522,0.627,8.0,销售,否
2020-07-27,14:29:20.738,102900005116233,0.182,19.8,销售,否
2020-07-27,14:29:21.051,102900051004294,0.067,12.0,销售,否
2020-07-27,14:34:37.811,102900005116899,0.192,12.0,销售,否
2020-07-27,14:36:40.781,102900005116530,0.106,19.8,销售,否
2020-07-27,14:37:05.839,102900005115984,0.188,8.0,销售,否
2020-07-27,14:39:38.262,102900005115779,0.342,12.0,销售,否
2020-07-27,14:39:46.129,102900011009970,0.514,8.0,销售,否
2020-07-27,14:44:26.881,102900011009444,0.567,7.6,销售,否
2020-07-27,14:44:27.103,102900005125808,0.11,21.8,销售,否
2020-07-27,14:54:09.108,102900005116714,0.272,14.0,销售,否
2020-07-27,14:54:14.717,102900005115779,0.367,12.0,销售,否
2020-07-27,14:58:36.873,102900005116509,0.669,6.0,销售,否
2020-07-27,14:58:40.608,102900005116530,0.359,19.8,销售,否
2020-07-27,14:58:45.089,102900011000328,0.326,8.0,销售,否
2020-07-27,14:58:45.314,102900011009970,0.451,8.0,销售,否
2020-07-27,14:58:56.061,102900051004294,0.1,12.0,销售,否
2020-07-27,14:59:35.187,102900005115823,0.134,9.0,销售,否
2020-07-27,15:01:55.725,102900005117056,0.365,9.6,销售,否
2020-07-27,15:01:56.037,102900011009444,0.29,7.6,销售,否
2020-07-27,15:01:56.225,102900005116233,0.232,19.8,销售,否
2020-07-27,15:01:56.290,102900005115779,0.384,12.0,销售,否
2020-07-27,15:02:48.967,102900005117056,0.459,9.6,销售,否
2020-07-27,15:02:52.764,102900005116899,0.584,12.0,销售,否
2020-07-27,15:03:32.545,102900005115786,0.482,5.0,销售,否
2020-07-27,15:04:30.642,102900005116509,0.602,6.0,销售,否
2020-07-27,15:04:30.703,102900005115779,0.493,12.0,销售,否
2020-07-27,15:04:30.764,102900005116530,0.546,19.8,销售,否
2020-07-27,15:06:04.764,102900005116226,0.369,7.6,销售,否
2020-07-27,15:06:23.451,102900005116530,0.217,19.8,销售,否
2020-07-27,15:06:30.300,102900005115823,0.601,9.0,销售,否
2020-07-27,15:13:19.756,102900005125808,0.073,21.8,销售,否
2020-07-27,15:13:19.884,102900005117056,0.376,9.6,销售,否
2020-07-27,15:13:19.946,102900005119975,0.268,6.0,销售,否
2020-07-27,15:13:42.294,102900005119975,0.284,6.0,销售,否
2020-07-27,15:13:42.802,102900005125808,0.064,21.8,销售,否
2020-07-27,15:18:29.467,102900005125808,0.096,21.8,销售,否
2020-07-27,15:19:13.884,102900005115823,0.301,9.0,销售,否
2020-07-27,15:29:20.959,102900005117056,0.219,9.6,销售,否
2020-07-27,15:34:46.123,102900005117056,0.501,9.6,销售,否
2020-07-27,15:36:59.211,102900011009444,0.594,7.0,销售,是
2020-07-27,15:36:59.393,102900005115908,0.351,7.3,销售,是
2020-07-27,15:36:59.454,102900005115779,0.25,11.0,销售,是
2020-07-27,15:39:02.873,102900005125808,0.069,21.8,销售,否
2020-07-27,15:39:10.201,102900051004294,0.175,12.0,销售,否
2020-07-27,15:39:23.123,102900005116943,0.086,25.8,销售,否
2020-07-27,15:39:28.655,102900005116547,0.461,10.0,销售,否
2020-07-27,15:40:44.420,102900005116509,0.652,6.0,销售,否
2020-07-27,15:40:46.889,102900005116530,0.343,19.8,销售,否
2020-07-27,15:41:16.436,102900005116530,0.293,19.8,销售,否
2020-07-27,15:41:21.311,102900005117056,0.501,9.6,销售,否
2020-07-27,15:41:36.652,102900011000328,0.288,8.0,销售,否
2020-07-27,15:45:33.522,102900011009970,0.627,8.0,销售,否
2020-07-27,15:45:33.585,102900005117056,0.261,9.6,销售,否
2020-07-27,15:45:33.647,102900005116530,0.217,19.8,销售,否
2020-07-27,15:51:57.272,102900005116530,0.222,19.8,销售,否
2020-07-27,15:51:57.294,102900011009444,0.607,7.6,销售,否
2020-07-27,15:54:09.920,102900011008522,0.363,8.0,销售,否
2020-07-27,15:54:15.780,102900005115984,0.464,8.0,销售,否
2020-07-27,15:54:40.415,102900005116226,0.317,7.6,销售,否
2020-07-27,15:55:00.967,102900005116714,0.322,14.0,销售,否
2020-07-27,15:55:02.764,102900005117056,0.334,9.6,销售,否
2020-07-27,15:55:08.280,102900051010455,0.59,9.0,销售,否
2020-07-27,15:55:23.756,102900005119944,0.128,18.0,销售,否
2020-07-27,15:55:44.494,102900005115779,0.267,12.0,销售,否
2020-07-27,15:55:44.609,102900005119944,0.072,18.0,销售,否
2020-07-27,15:56:10.514,102900005116509,0.468,6.0,销售,否
2020-07-27,15:57:46.858,102900005115823,0.835,9.0,销售,否
2020-07-27,15:59:11.189,102900005116257,0.523,9.0,销售,否
2020-07-27,15:59:11.252,102900005115786,0.341,5.0,销售,否
2020-07-27,15:59:11.315,102900005115908,0.238,8.0,销售,否
2020-07-27,15:59:11.377,102900011008522,0.476,8.0,销售,否
2020-07-27,15:59:20.269,102900005115762,0.573,7.0,销售,否
2020-07-27,15:59:20.381,102900005125808,0.069,21.8,销售,否
2020-07-27,16:00:28.045,102900005125808,0.119,21.8,销售,否
2020-07-27,16:00:50.722,102900005116530,0.318,17.3,销售,是
2020-07-27,16:00:50.837,102900005115779,0.526,10.4,销售,是
2020-07-27,16:00:50.961,102900005116547,0.491,8.7,销售,是
2020-07-27,16:01:16.733,102900005116509,0.535,6.0,销售,否
2020-07-27,16:04:46.063,102900005115984,0.338,8.0,销售,否
2020-07-27,16:06:14.500,102900005116547,0.481,10.0,销售,否
2020-07-27,16:08:33.655,102900005116530,0.187,18.6,销售,是
2020-07-27,16:08:42.780,102900011008522,0.89,8.0,销售,否
2020-07-27,16:08:47.076,102900005116714,0.508,13.2,销售,是
2020-07-27,16:09:05.373,102900011009970,0.652,8.0,销售,否
2020-07-27,16:09:44.550,102900005116530,0.157,19.8,销售,否
2020-07-27,16:11:02.951,102900005116233,0.399,19.8,销售,否
2020-07-27,16:12:49.561,102900005116530,0.177,5.0,销售,是
2020-07-27,16:12:58.371,102900011009970,0.94,6.8,销售,是
2020-07-27,16:12:58.442,102900005115779,0.526,10.2,销售,是
2020-07-27,16:13:01.192,102900005116714,0.379,14.0,销售,否
2020-07-27,16:15:00.392,102900005116509,0.535,6.0,销售,否
2020-07-27,16:15:00.614,102900005115984,0.363,8.0,销售,否
2020-07-27,16:15:41.995,102900005118831,1.0,6.9,销售,否
2020-07-27,16:16:56.007,102900005119975,0.468,6.0,销售,否
2020-07-27,16:16:56.069,102900011000328,0.226,8.0,销售,否
2020-07-27,16:17:29.072,102900005125815,0.15,10.0,销售,否
2020-07-27,16:17:29.325,102900011008522,0.514,8.0,销售,否
2020-07-27,16:17:59.247,102900005115779,0.342,12.0,销售,否
2020-07-27,16:17:59.308,102900005117056,0.292,9.6,销售,否
2020-07-27,16:17:59.589,102900005116547,0.391,10.0,销售,否
2020-07-27,16:18:13.092,102900005115908,0.276,7.1,销售,是
2020-07-27,16:18:13.214,102900005116509,0.468,5.3,销售,是
2020-07-27,16:18:13.519,102900005116899,0.217,10.7,销售,是
2020-07-27,16:22:52.516,102900005115984,0.175,8.0,销售,否
2020-07-27,16:22:57.608,102900011008522,0.376,8.0,销售,否
2020-07-27,16:23:20.998,102900005115823,0.557,9.0,销售,否
2020-07-27,16:23:46.304,102900005115984,0.389,8.0,销售,否
2020-07-27,16:25:04.467,102900051010455,0.39,7.6,销售,是
2020-07-27,16:26:21.742,102900005125815,0.321,10.0,销售,否
2020-07-27,16:26:41.693,102900005119975,0.602,6.0,销售,否
2020-07-27,16:26:41.870,102900005116714,0.436,14.0,销售,否
2020-07-27,16:27:27.030,102900005116530,0.288,19.8,销售,否
2020-07-27,16:28:10.373,102900005116943,0.285,25.8,销售,否
2020-07-27,16:30:29.410,102900051010455,0.134,9.0,销售,否
2020-07-27,16:32:12.960,102900005116530,0.136,19.8,销售,否
2020-07-27,16:33:41.123,102900005117056,0.981,9.6,销售,否
2020-07-27,16:33:50.841,102900005115779,0.526,12.0,销售,否
2020-07-27,16:33:50.901,102900005116714,0.401,14.0,销售,否
2020-07-27,16:33:57.316,102900005125808,0.092,21.8,销售,否
2020-07-27,16:34:30.576,102900005125815,0.19,10.0,销售,否
2020-07-27,16:38:07.861,102900005115908,0.326,8.0,销售,否
2020-07-27,16:38:07.919,102900005117056,0.271,9.6,销售,否
2020-07-27,16:41:38.827,102900051010455,0.668,9.0,销售,否
2020-07-27,16:42:26.819,102900005116899,0.676,12.0,销售,否
2020-07-27,16:43:01.931,102900005116530,0.101,19.8,销售,否
2020-07-27,16:43:54.117,102900005118824,0.229,14.0,销售,否
2020-07-27,16:46:02.688,102900005116547,0.481,10.0,销售,否
2020-07-27,16:46:02.750,102900005115793,0.313,16.0,销售,否
2020-07-27,16:46:31.875,102900005115779,0.225,12.0,销售,否
2020-07-27,16:47:55.655,102900005119975,0.518,6.0,销售,否
2020-07-27,16:49:25.358,102900011000328,0.201,8.0,销售,否
2020-07-27,16:50:02.590,102900011000328,0.489,8.0,销售,否
2020-07-27,16:50:02.773,102900005115786,0.703,5.0,销售,否
2020-07-27,16:50:02.834,102900005116257,0.412,9.0,销售,否
2020-07-27,16:50:06.748,102900005125808,0.078,21.8,销售,否
2020-07-27,16:50:34.556,102900005115793,0.707,16.0,销售,否
2020-07-27,16:50:34.677,102900005117056,0.198,9.6,销售,否
2020-07-27,16:50:45.694,102900005115779,0.192,12.0,销售,否
2020-07-27,16:52:32.983,102900005116509,1.02,6.0,销售,否
2020-07-27,16:52:37.186,102900005117056,0.334,9.6,销售,否
2020-07-27,16:52:55.342,102900011008522,0.401,8.0,销售,否
2020-07-27,16:54:57.391,102900005125808,0.161,21.8,销售,否
2020-07-27,16:55:16.574,102900005116233,0.081,19.8,销售,否
2020-07-27,16:56:59.722,102900005115984,0.401,8.0,销售,否
2020-07-27,16:57:26.514,102900005119975,0.535,6.0,销售,否
2020-07-27,16:57:35.155,102900005115786,0.803,5.0,销售,否
2020-07-27,16:57:40.389,102900005117056,0.512,9.6,销售,否
2020-07-27,16:57:43.248,102900005125815,0.261,10.0,销售,否
2020-07-27,16:58:08.030,102900005116257,0.568,9.0,销售,否
2020-07-27,16:58:22.795,102900005117056,0.501,9.6,销售,否
2020-07-27,17:00:49.474,102900005117056,0.71,9.6,销售,否
2020-07-27,17:01:47.517,102900005117056,0.073,9.6,销售,否
2020-07-27,17:01:47.539,102900005115786,0.422,5.0,销售,否
2020-07-27,17:03:02.201,102900005116899,0.526,12.0,销售,否
2020-07-27,17:03:05.420,102900005115823,0.434,9.0,销售,否
2020-07-27,17:03:18.701,102900005115984,0.439,8.0,销售,否
2020-07-27,17:03:49.846,102900005116530,0.222,19.8,销售,否
2020-07-27,17:03:50.202,102900005125815,0.17,10.0,销售,否
2020-07-27,17:07:47.795,102900005115762,0.387,7.0,销售,否
2020-07-27,17:07:50.233,102900011009444,0.581,7.6,销售,否
2020-07-27,17:08:20.280,102900005116714,0.386,14.0,销售,否
2020-07-27,17:08:21.889,102900005115908,0.288,8.0,销售,否
2020-07-27,17:08:25.233,102900011008522,0.301,8.0,销售,否
2020-07-27,17:12:23.177,102900005115984,0.414,8.0,销售,否
2020-07-27,17:12:23.232,102900011008522,0.301,8.0,销售,否
2020-07-27,17:12:56.791,102900005115960,0.553,4.0,销售,否
2020-07-27,17:12:56.919,102900005115786,0.843,5.0,销售,否
2020-07-27,17:14:13.826,102900005117056,0.313,9.6,销售,否
2020-07-27,17:14:53.287,102900005119975,0.268,6.0,销售,否
2020-07-27,17:14:53.347,102900005115779,0.192,12.0,销售,否
2020-07-27,17:14:53.531,102900005117056,0.345,9.6,销售,否
2020-07-27,17:17:34.123,102900005115779,0.292,12.0,销售,否
2020-07-27,17:19:02.397,102900005116530,0.172,19.8,销售,否
2020-07-27,17:19:02.460,102900005116714,0.444,14.0,销售,否
2020-07-27,17:22:05.991,102900011008522,0.489,7.2,销售,是
2020-07-27,17:22:52.832,102900005116547,0.491,10.0,销售,否
2020-07-27,17:23:01.795,102900011000328,0.288,8.0,销售,否
2020-07-27,17:23:32.920,102900005116714,0.465,14.0,销售,否
2020-07-27,17:23:43.217,102900005125815,0.411,9.1,销售,是
2020-07-27,17:23:56.954,102900005115984,0.376,8.0,销售,否
2020-07-27,17:24:33.076,102900005117056,0.115,9.6,销售,否
2020-07-27,17:25:23.645,102900011008522,0.739,8.0,销售,否
2020-07-27,17:26:50.895,102900011000328,0.288,8.0,销售,否
2020-07-27,17:28:18.180,102900005115960,0.653,4.0,销售,否
2020-07-27,17:28:18.361,102900011009970,0.389,8.0,销售,否
2020-07-27,17:28:18.422,102900005125808,0.078,21.8,销售,否
2020-07-27,17:28:58.076,102900005116530,0.177,19.8,销售,否
2020-07-27,17:29:10.672,102900005115779,0.417,12.0,销售,否
2020-07-27,17:29:10.796,102900005116547,0.451,10.0,销售,否
2020-07-27,17:29:20.826,102900011009970,0.739,8.0,销售,否
2020-07-27,17:30:20.280,102900005116714,0.379,14.0,销售,否
2020-07-27,17:32:16.383,102900011008522,0.476,8.0,销售,否
2020-07-27,17:35:18.192,102900005115984,0.464,8.0,销售,否
2020-07-27,17:36:04.830,102900005115984,0.188,8.0,销售,否
2020-07-27,17:36:04.892,102900005125808,0.064,21.8,销售,否
2020-07-27,17:36:05.467,102900005125808,0.133,21.8,销售,否
2020-07-27,17:37:32.655,102900005116233,0.147,17.2,销售,是
2020-07-27,17:37:45.248,102900005115984,0.389,7.0,销售,是
2020-07-27,17:38:09.123,102900005115823,0.457,9.0,销售,否
2020-07-27,17:38:12.686,102900005117056,0.157,9.6,销售,否
2020-07-27,17:39:42.973,102900005115779,0.601,12.0,销售,否
2020-07-27,17:39:43.157,102900005117056,0.251,9.6,销售,否
2020-07-27,17:39:51.030,102900005117056,0.188,9.6,销售,否
2020-07-27,17:40:15.379,102900005117056,0.397,9.6,销售,否
2020-07-27,17:42:33.449,102900011008522,0.401,8.0,销售,否
2020-07-27,17:42:33.729,102900005115984,0.464,8.0,销售,否
2020-07-27,17:43:17.998,102900005125808,0.083,21.8,销售,否
2020-07-27,17:44:02.920,102900005115823,0.39,9.0,销售,否
2020-07-27,17:44:08.217,102900005115779,0.367,12.0,销售,否
2020-07-27,17:44:19.002,102900005115984,0.476,8.0,销售,否
2020-07-27,17:44:19.123,102900011008522,0.576,8.0,销售,否
2020-07-27,17:44:19.368,102900011009970,0.376,8.0,销售,否
2020-07-27,17:44:19.551,102900005115908,0.276,8.0,销售,否
2020-07-27,17:44:25.217,102900005125815,0.291,10.0,销售,否
2020-07-27,17:46:22.155,102900051004294,0.493,12.0,销售,否
2020-07-27,17:46:29.889,102900005116943,0.356,25.8,销售,否
2020-07-27,17:46:53.360,102900005115823,0.568,9.0,销售,否
2020-07-27,17:47:07.342,102900005116530,0.106,19.8,销售,否
2020-07-27,17:47:09.342,102900005119944,1.029,18.0,销售,否
2020-07-27,17:47:14.358,102900005116547,0.491,10.0,销售,否
2020-07-27,17:47:32.155,102900005116714,0.429,14.0,销售,否
2020-07-27,17:49:01.625,102900011009970,0.764,8.0,销售,否
2020-07-27,17:50:01.868,102900005115823,0.457,9.0,销售,否
2020-07-27,17:50:01.929,102900005115984,0.451,8.0,销售,否
2020-07-27,17:50:02.479,102900005118831,1.0,6.9,销售,否
2020-07-27,17:50:12.045,102900011008522,0.376,8.0,销售,否
2020-07-27,17:52:15.751,102900005115823,0.512,9.0,销售,否
2020-07-27,17:52:16.374,102900005115823,0.368,9.0,销售,否
2020-07-27,17:53:34.751,102900005115908,0.326,8.0,销售,否
2020-07-27,17:54:08.495,102900005117056,0.125,9.6,销售,否
2020-07-27,17:56:57.475,102900005115984,0.338,8.0,销售,否
2020-07-27,17:57:20.280,102900005117056,0.073,9.6,销售,否
2020-07-27,17:57:20.545,102900051010455,0.2,9.0,销售,否
2020-07-27,17:57:26.076,102900005116530,0.187,19.8,销售,否
2020-07-27,17:57:29.217,102900005116714,0.365,14.0,销售,否
2020-07-27,17:57:47.833,102900005117056,0.334,9.6,销售,否
2020-07-27,17:58:04.946,102900005115908,0.276,8.0,销售,否
2020-07-27,17:58:05.068,102900005116547,0.481,10.0,销售,否
2020-07-27,18:01:55.748,102900005117056,0.449,9.6,销售,否
2020-07-27,18:02:04.104,102900005115779,0.209,10.5,销售,是
2020-07-27,18:02:26.877,102900005115984,0.226,8.0,销售,否
2020-07-27,18:02:26.938,102900005116530,0.147,19.8,销售,否
2020-07-27,18:02:57.418,102900051010455,0.368,9.0,销售,否
2020-07-27,18:03:27.217,102900005125815,0.291,9.0,销售,是
2020-07-27,18:03:37.373,102900005116530,0.298,17.9,销售,是
2020-07-27,18:04:07.483,102900005115984,0.326,7.2,销售,是
2020-07-27,18:04:20.217,102900005116714,0.458,12.6,销售,是
2020-07-27,18:04:51.849,102900051004294,0.175,12.0,销售,否
2020-07-27,18:05:44.856,102900011008522,0.564,8.0,销售,否
2020-07-27,18:07:03.673,102900005116226,0.409,7.6,销售,否
2020-07-27,18:07:03.737,102900005115984,0.288,8.0,销售,否
2020-07-27,18:07:09.373,102900005115984,0.226,7.3,销售,是
2020-07-27,18:09:02.525,102900005125815,0.251,8.9,销售,是
2020-07-27,18:10:23.545,102900005115779,0.493,12.0,销售,否
2020-07-27,18:10:28.840,102900005115984,0.551,8.0,销售,否
2020-07-27,18:10:37.264,102900011009444,0.317,7.6,销售,否
2020-07-27,18:11:51.014,102900005115793,0.363,16.0,销售,否
2020-07-27,18:11:55.936,102900005117056,0.282,9.6,销售,否
2020-07-27,18:11:59.688,102900051000944,0.34,31.8,销售,否
2020-07-27,18:11:59.748,102900051010455,0.579,9.0,销售,否
2020-07-27,18:11:59.870,102900005115779,0.326,12.0,销售,否
2020-07-27,18:12:00.502,102900005116547,0.481,10.0,销售,否
2020-07-27,18:12:13.451,102900005117056,0.24,9.6,销售,否
2020-07-27,18:12:53.613,102900051010455,0.657,9.0,销售,否
2020-07-27,18:13:08.196,102900005117056,0.386,9.6,销售,否
2020-07-27,18:13:36.881,102900005117056,0.303,9.6,销售,否
2020-07-27,18:13:56.092,102900005115908,0.476,8.0,销售,否
2020-07-27,18:14:27.248,102900005115984,0.877,8.0,销售,否
2020-07-27,18:15:38.281,102900011009970,0.639,8.0,销售,否
2020-07-27,18:15:53.620,102900005116714,0.429,14.0,销售,否
2020-07-27,18:15:53.839,102900005117056,0.125,9.6,销售,否
2020-07-27,18:15:54.003,102900005118831,1.0,6.9,销售,否
2020-07-27,18:15:54.159,102900005125808,0.028,21.8,销售,否
2020-07-27,18:15:59.222,102900005125808,0.078,21.8,销售,否
2020-07-27,18:15:59.332,102900011008522,0.276,8.0,销售,否
2020-07-27,18:15:59.387,102900005117056,0.146,9.6,销售,否
2020-07-27,18:17:23.323,102900005125815,0.291,10.0,销售,否
2020-07-27,18:17:23.386,102900005116714,0.408,14.0,销售,否
2020-07-27,18:23:29.118,102900005117056,0.271,9.6,销售,否
2020-07-27,18:23:57.217,102900011008522,0.363,8.0,销售,否
2020-07-27,18:25:47.389,102900005116547,0.401,10.0,销售,否
2020-07-27,18:26:04.108,102900005125815,0.491,10.0,销售,否
2020-07-27,18:26:15.405,102900005115779,0.459,12.0,销售,否
2020-07-27,18:26:26.155,102900005115779,0.217,12.0,销售,否
2020-07-27,18:26:28.451,102900005118831,1.0,6.9,销售,否
2020-07-27,18:27:40.637,102900005117056,0.397,9.6,销售,否
2020-07-27,18:28:01.084,102900005115786,0.562,5.0,销售,否
2020-07-27,18:28:01.145,102900011000328,0.426,8.0,销售,否
2020-07-27,18:29:39.067,102900011009970,0.727,1.1,销售,是
2020-07-27,18:30:00.389,102900005115908,0.326,8.0,销售,否
2020-07-27,18:30:14.754,102900011000328,0.351,8.0,销售,否
2020-07-27,18:30:14.985,102900005119975,0.334,6.0,销售,否
2020-07-27,18:30:34.101,102900005116226,0.238,7.6,销售,否
2020-07-27,18:30:34.284,102900005115786,0.904,5.0,销售,否
2020-07-27,18:30:34.590,102900005116233,0.152,19.8,销售,否
2020-07-27,18:32:57.905,102900005116530,0.147,19.8,销售,否
2020-07-27,18:33:01.264,102900005117056,0.125,9.6,销售,否
2020-07-27,18:33:09.592,102900005116714,0.415,14.0,销售,否
2020-07-27,18:33:38.201,102900005116530,0.263,19.8,销售,否
2020-07-27,18:33:41.483,102900005115823,0.334,9.0,销售,否
2020-07-27,18:33:44.091,102900005115984,0.238,8.0,销售,否
2020-07-27,18:33:44.216,102900005116257,0.379,9.0,销售,否
2020-07-27,18:34:26.027,102900011000328,0.263,8.0,销售,否
2020-07-27,18:34:26.090,102900005125808,0.06,21.8,销售,否
2020-07-27,18:34:26.152,102900005125815,0.301,10.0,销售,否
2020-07-27,18:35:01.076,102900005125815,0.381,10.0,销售,否
2020-07-27,18:35:10.999,102900005117056,0.418,9.6,销售,否
2020-07-27,18:35:11.173,102900005125815,0.351,10.0,销售,否
2020-07-27,18:35:11.416,102900005115786,0.462,5.0,销售,否
2020-07-27,18:35:15.342,102900051004294,0.117,12.0,销售,否
2020-07-27,18:35:20.436,102900005116714,0.608,14.0,销售,否
2020-07-27,18:35:37.420,102900005116257,0.668,9.0,销售,否
2020-07-27,18:36:08.295,102900005119975,0.284,6.0,销售,否
2020-07-27,18:36:12.467,102900005115786,0.341,5.0,销售,否
2020-07-27,18:36:13.628,102900005117056,0.418,9.6,销售,否
